vessel_id,event_timestamp,arrival_hour,cargo_volume,berth_wait_minutes,port_congestion,weather,previous_delay_hours,crane_available,delayed
V02505,2024-07-27 18:00:00,18,1313.7,69.6,High,Clear,2.81,1,1
V02506,2024-07-27 20:00:00,20,1584.8,75.0,High,Clear,0.86,1,1
V02507,2024-07-27 22:00:00,22,1061.5,64.9,Low,Clear,2.14,1,0
V02508,2024-07-28 00:00:00,0,1307.4,101.1,High,Cloudy,2.01,1,1
V02509,2024-07-28 02:00:00,2,761.8,42.7,Medium,Clear,0.95,1,0
V02510,2024-07-28 04:00:00,4,629.3,23.8,Medium,Cloudy,1.87,1,0
V02511,2024-07-28 06:00:00,6,1668.0,74.9,High,Storm,0.28,0,1
V02512,2024-07-28 08:00:00,8,997.3,32.9,Medium,Clear,0.78,1,0
V02513,2024-07-28 10:00:00,10,1262.2,78.1,Low,Clear,1.38,1,0
V02514,2024-07-28 12:00:00,12,955.7,54.0,Low,Cloudy,0.93,1,0
V02515,2024-07-28 14:00:00,14,636.1,30.9,Medium,Clear,0.31,1,0
V02516,2024-07-28 16:00:00,16,904.9,53.9,High,Rain,1.87,0,0
V02517,2024-07-28 18:00:00,18,1546.2,30.5,Medium,Clear,1.36,1,0
V02518,2024-07-28 20:00:00,20,1149.9,36.0,Medium,Clear,1.1,0,0
V02519,2024-07-28 22:00:00,22,129.8,30.8,Low,Cloudy,2.5,1,0
V02520,2024-07-29 00:00:00,0,803.1,107.9,High,Clear,1.9,0,1
V02521,2024-07-29 02:00:00,2,1702.0,10.8,Low,Clear,0.02,1,1
V02522,2024-07-29 04:00:00,4,803.8,107.2,Medium,Clear,1.11,1,0
V02523,2024-07-29 06:00:00,6,100.0,26.4,Medium,Clear,1.08,0,0
V02524,2024-07-29 08:00:00,8,1751.9,0.0,Low,Rain,0.68,1,0
V02525,2024-07-29 10:00:00,10,1207.1,77.2,Low,Clear,0.05,1,0
V02526,2024-07-29 12:00:00,12,868.5,83.0,Medium,Clear,0.43,1,0
V02527,2024-07-29 14:00:00,14,732.9,30.4,Low,Clear,4.23,1,0
V02528,2024-07-29 16:00:00,16,1387.1,59.5,Medium,Clear,0.93,1,0
V02529,2024-07-29 18:00:00,18,656.1,90.2,High,Clear,1.44,0,1
V02530,2024-07-29 20:00:00,20,1416.7,38.4,Low,Rain,0.31,1,0
V02531,2024-07-29 22:00:00,22,1144.0,17.6,Medium,Clear,0.63,1,0
V02532,2024-07-30 00:00:00,0,1010.1,0.0,Low,Cloudy,0.55,1,0
V02533,2024-07-30 02:00:00,2,965.5,13.9,Low,Clear,1.17,1,1
V02534,2024-07-30 04:00:00,4,821.3,125.4,High,Clear,0.66,1,0
V02535,2024-07-30 06:00:00,6,1370.5,126.4,High,Clear,4.91,0,1
V02536,2024-07-30 08:00:00,8,510.6,73.5,High,Cloudy,2.22,0,1
V02537,2024-07-30 10:00:00,10,170.1,11.1,Low,Rain,3.0,1,0
V02538,2024-07-30 12:00:00,12,1176.5,57.0,Medium,Clear,0.94,1,0
V02539,2024-07-30 14:00:00,14,1184.1,61.0,Medium,Storm,1.15,1,1
V02540,2024-07-30 16:00:00,16,1116.1,95.0,High,Clear,2.79,1,0
V02541,2024-07-30 18:00:00,18,1083.5,0.0,Medium,Cloudy,0.61,1,0
V02542,2024-07-30 20:00:00,20,755.8,158.9,High,Cloudy,1.38,0,1
V02543,2024-07-30 22:00:00,22,1254.4,63.3,Low,Clear,0.66,1,1
V02544,2024-07-31 00:00:00,0,879.5,45.1,Medium,Clear,1.45,0,1
V02545,2024-07-31 02:00:00,2,680.8,62.0,High,Clear,0.2,0,0
V02546,2024-07-31 04:00:00,4,759.6,74.7,Medium,Cloudy,0.52,1,0
V02547,2024-07-31 06:00:00,6,1809.3,62.4,Medium,Clear,1.17,1,1
V02548,2024-07-31 08:00:00,8,119.3,52.3,Medium,Rain,1.29,1,0
V02549,2024-07-31 10:00:00,10,1124.9,91.5,High,Clear,1.73,0,1
V02550,2024-07-31 12:00:00,12,144.4,32.2,Low,Rain,0.26,0,0
V02551,2024-07-31 14:00:00,14,851.3,90.0,High,Clear,1.13,1,1
V02552,2024-07-31 16:00:00,16,704.9,68.2,Medium,Cloudy,0.13,1,1
V02553,2024-07-31 18:00:00,18,100.0,58.6,Medium,Clear,0.7,1,0
V02554,2024-07-31 20:00:00,20,1075.1,57.3,Medium,Clear,0.96,1,1
V02555,2024-07-31 22:00:00,22,729.0,69.8,Low,Clear,0.84,1,1
V02556,2024-08-01 00:00:00,0,100.0,40.1,High,Cloudy,3.29,0,1
V02557,2024-08-01 02:00:00,2,1277.8,60.1,High,Clear,0.97,0,0
V02558,2024-08-01 04:00:00,4,1545.8,80.7,High,Cloudy,1.54,1,1
V02559,2024-08-01 06:00:00,6,1570.6,61.8,High,Storm,1.17,1,1
V02560,2024-08-01 08:00:00,8,1061.5,40.1,Medium,Clear,0.92,1,0
V02561,2024-08-01 10:00:00,10,920.7,82.2,Medium,Clear,1.44,1,0
V02562,2024-08-01 12:00:00,12,1497.7,76.3,High,Clear,1.08,1,1
V02563,2024-08-01 14:00:00,14,1657.1,0.0,Low,Clear,1.0,1,0
V02564,2024-08-01 16:00:00,16,1410.1,69.4,High,Clear,0.76,1,1
V02565,2024-08-01 18:00:00,18,476.3,51.5,Medium,Cloudy,0.61,1,0
V02566,2024-08-01 20:00:00,20,990.6,51.0,Medium,Clear,0.53,1,1
V02567,2024-08-01 22:00:00,22,1097.8,63.9,Medium,Clear,1.0,1,0
V02568,2024-08-02 00:00:00,0,100.0,61.9,Medium,Cloudy,0.94,0,0
V02569,2024-08-02 02:00:00,2,1111.2,31.5,Low,Clear,2.73,1,1
V02570,2024-08-02 04:00:00,4,1922.8,20.2,Medium,Cloudy,0.18,1,1
V02571,2024-08-02 06:00:00,6,1188.0,39.0,Medium,Rain,3.48,0,1
V02572,2024-08-02 08:00:00,8,1563.0,19.4,Low,Clear,0.27,1,1
V02573,2024-08-02 10:00:00,10,982.3,27.9,Low,Clear,0.91,1,0
V02574,2024-08-02 12:00:00,12,867.1,67.3,Medium,Rain,1.3,0,1
V02575,2024-08-02 14:00:00,14,1071.6,45.1,Low,Cloudy,0.34,1,0
V02576,2024-08-02 16:00:00,16,532.9,100.6,High,Rain,0.26,1,1
V02577,2024-08-02 18:00:00,18,466.3,25.4,Low,Rain,0.82,1,0
V02578,2024-08-02 20:00:00,20,1469.8,87.7,Medium,Clear,1.57,1,1
V02579,2024-08-02 22:00:00,22,1517.6,51.8,Low,Clear,1.92,1,1
V02580,2024-08-03 00:00:00,0,454.0,52.8,Medium,Cloudy,0.22,1,0
V02581,2024-08-03 02:00:00,2,1335.6,65.1,Medium,Cloudy,0.78,1,1
V02582,2024-08-03 04:00:00,4,860.9,33.1,Medium,Cloudy,0.1,1,0
V02583,2024-08-03 06:00:00,6,1052.9,0.0,Medium,Clear,0.35,1,0
V02584,2024-08-03 08:00:00,8,1107.1,34.8,Medium,Rain,2.36,1,0
V02585,2024-08-03 10:00:00,10,1347.5,53.7,Low,Clear,1.24,1,0
V02586,2024-08-03 12:00:00,12,937.2,52.0,Medium,Clear,0.39,1,0
V02587,2024-08-03 14:00:00,14,1534.6,46.6,Medium,Clear,2.19,1,1
V02588,2024-08-03 16:00:00,16,1039.2,28.8,Medium,Clear,0.45,1,0
V02589,2024-08-03 18:00:00,18,1180.9,1.1,Medium,Cloudy,0.89,1,0
V02590,2024-08-03 20:00:00,20,525.0,115.6,High,Clear,0.07,1,0
V02591,2024-08-03 22:00:00,22,1871.4,44.8,Medium,Cloudy,0.39,1,1
V02592,2024-08-04 00:00:00,0,1111.4,24.3,Low,Clear,1.14,1,0
V02593,2024-08-04 02:00:00,2,1220.8,18.2,Low,Clear,1.1,0,1
V02594,2024-08-04 04:00:00,4,176.3,66.4,Low,Clear,0.61,1,0
V02595,2024-08-04 06:00:00,6,529.8,72.0,Medium,Clear,0.81,1,0
V02596,2024-08-04 08:00:00,8,1457.0,55.8,High,Cloudy,1.67,1,0
V02597,2024-08-04 10:00:00,10,1029.1,109.1,High,Clear,0.75,0,1
V02598,2024-08-04 12:00:00,12,100.0,46.4,Medium,Clear,1.31,1,0
V02599,2024-08-04 14:00:00,14,1367.2,19.7,Low,Clear,0.51,1,0
V02600,2024-08-04 16:00:00,16,655.3,72.7,High,Clear,0.88,0,0
V02601,2024-08-04 18:00:00,18,1535.1,15.4,Low,Clear,0.06,1,1
V02602,2024-08-04 20:00:00,20,860.5,17.0,Medium,Storm,0.55,1,0
V02603,2024-08-04 22:00:00,22,992.1,99.4,High,Clear,0.97,0,1
V02604,2024-08-05 00:00:00,0,1430.5,44.5,Medium,Clear,0.83,1,0
V02605,2024-08-05 02:00:00,2,496.1,50.4,Low,Rain,0.51,1,0
V02606,2024-08-05 04:00:00,4,453.2,42.2,Low,Cloudy,0.31,1,0
V02607,2024-08-05 06:00:00,6,811.6,63.7,Medium,Clear,1.0,1,1
V02608,2024-08-05 08:00:00,8,1272.2,0.0,Low,Cloudy,0.81,1,1
V02609,2024-08-05 10:00:00,10,301.1,28.3,Medium,Rain,1.2,1,0
V02610,2024-08-05 12:00:00,12,149.4,64.2,Medium,Clear,0.44,1,0
V02611,2024-08-05 14:00:00,14,1270.7,3.1,Low,Clear,1.46,1,0
V02612,2024-08-05 16:00:00,16,628.7,44.3,Low,Rain,0.25,0,1
V02613,2024-08-05 18:00:00,18,723.5,45.2,High,Rain,0.15,1,1
V02614,2024-08-05 20:00:00,20,100.0,50.4,Medium,Storm,2.38,1,0
V02615,2024-08-05 22:00:00,22,594.5,90.2,Medium,Clear,0.27,1,0
V02616,2024-08-06 00:00:00,0,896.6,69.4,Medium,Rain,1.01,0,0
V02617,2024-08-06 02:00:00,2,1318.7,0.0,Low,Clear,0.67,1,1
V02618,2024-08-06 04:00:00,4,552.9,71.2,Medium,Cloudy,2.42,1,0
V02619,2024-08-06 06:00:00,6,1645.8,95.6,Medium,Rain,1.51,1,1
V02620,2024-08-06 08:00:00,8,591.9,119.9,Medium,Clear,0.16,1,1
V02621,2024-08-06 10:00:00,10,592.6,91.9,High,Clear,2.98,0,1
V02622,2024-08-06 12:00:00,12,1591.8,45.9,High,Cloudy,1.96,0,1
V02623,2024-08-06 14:00:00,14,995.2,90.9,High,Rain,0.6,1,1
V02624,2024-08-06 16:00:00,16,651.6,89.9,Medium,Clear,0.25,1,0
V02625,2024-08-06 18:00:00,18,830.2,45.3,Medium,Rain,1.07,1,0
V02626,2024-08-06 20:00:00,20,1508.9,76.1,Medium,Clear,1.12,1,1
V02627,2024-08-06 22:00:00,22,1559.8,14.0,Low,Clear,0.08,0,1
V02628,2024-08-07 00:00:00,0,532.4,89.3,High,Clear,1.01,0,0
V02629,2024-08-07 02:00:00,2,880.9,17.8,High,Rain,1.83,1,1
V02630,2024-08-07 04:00:00,4,940.6,11.2,Low,Clear,0.96,0,0
V02631,2024-08-07 06:00:00,6,456.2,79.8,High,Cloudy,0.82,0,1
V02632,2024-08-07 08:00:00,8,874.9,70.9,High,Clear,0.74,1,0
V02633,2024-08-07 10:00:00,10,902.4,17.5,Medium,Rain,0.38,1,0
V02634,2024-08-07 12:00:00,12,1413.1,67.5,High,Rain,2.13,1,1
V02635,2024-08-07 14:00:00,14,1443.3,43.2,Low,Clear,0.63,1,0
V02636,2024-08-07 16:00:00,16,751.9,32.8,Low,Clear,1.07,1,0
V02637,2024-08-07 18:00:00,18,803.7,36.5,Low,Clear,0.19,0,0
V02638,2024-08-07 20:00:00,20,1198.9,68.3,Medium,Clear,0.8,1,0
V02639,2024-08-07 22:00:00,22,636.7,41.4,Medium,Rain,1.36,1,0
V02640,2024-08-08 00:00:00,0,1164.9,114.0,High,Cloudy,0.62,1,1
V02641,2024-08-08 02:00:00,2,860.4,10.3,Low,Clear,0.63,1,1
V02642,2024-08-08 04:00:00,4,463.8,83.2,Low,Cloudy,0.88,1,0
V02643,2024-08-08 06:00:00,6,469.4,77.8,Medium,Clear,1.31,1,0
V02644,2024-08-08 08:00:00,8,1551.2,26.1,Low,Clear,1.0,0,0
V02645,2024-08-08 10:00:00,10,829.6,42.8,Medium,Clear,3.82,1,1
V02646,2024-08-08 12:00:00,12,1638.2,55.2,Medium,Clear,2.38,1,0
V02647,2024-08-08 14:00:00,14,668.9,95.0,High,Cloudy,0.51,0,1
V02648,2024-08-08 16:00:00,16,1031.0,77.4,Medium,Clear,2.04,1,0
V02649,2024-08-08 18:00:00,18,1976.7,1.5,Low,Cloudy,0.08,1,0
V02650,2024-08-08 20:00:00,20,424.2,45.9,Low,Clear,0.67,1,0
V02651,2024-08-08 22:00:00,22,100.0,0.0,Low,Cloudy,0.14,1,0
V02652,2024-08-09 00:00:00,0,1479.0,75.6,High,Clear,1.44,1,1
V02653,2024-08-09 02:00:00,2,527.9,86.3,Medium,Clear,0.62,1,0
V02654,2024-08-09 04:00:00,4,890.7,14.6,Medium,Clear,0.23,1,0
V02655,2024-08-09 06:00:00,6,636.3,0.0,Low,Clear,1.69,1,0
V02656,2024-08-09 08:00:00,8,1020.7,85.5,High,Clear,0.27,1,1
V02657,2024-08-09 10:00:00,10,472.3,69.7,Low,Clear,1.56,1,0
V02658,2024-08-09 12:00:00,12,819.0,58.1,Medium,Rain,1.1,1,1
V02659,2024-08-09 14:00:00,14,1102.4,32.4,High,Clear,0.73,1,0
V02660,2024-08-09 16:00:00,16,446.3,0.0,Low,Cloudy,1.87,0,0
V02661,2024-08-09 18:00:00,18,585.0,52.4,Medium,Cloudy,0.34,1,0
V02662,2024-08-09 20:00:00,20,743.7,5.5,Low,Clear,0.1,1,0
V02663,2024-08-09 22:00:00,22,257.0,53.4,Medium,Cloudy,0.25,1,0
V02664,2024-08-10 00:00:00,0,709.8,84.9,High,Clear,3.78,1,1
V02665,2024-08-10 02:00:00,2,953.5,37.8,Medium,Cloudy,0.39,1,0
V02666,2024-08-10 04:00:00,4,720.2,125.4,High,Rain,0.58,1,1
V02667,2024-08-10 06:00:00,6,777.9,64.8,Medium,Rain,2.79,1,1
V02668,2024-08-10 08:00:00,8,891.0,65.3,Low,Clear,0.58,1,0
V02669,2024-08-10 10:00:00,10,604.9,73.0,Medium,Cloudy,1.47,1,0
V02670,2024-08-10 12:00:00,12,1211.0,46.2,Medium,Clear,3.04,0,1
V02671,2024-08-10 14:00:00,14,1546.2,30.1,Low,Clear,1.28,1,0
V02672,2024-08-10 16:00:00,16,691.0,42.6,Medium,Clear,0.86,1,0
V02673,2024-08-10 18:00:00,18,1118.3,67.0,Medium,Clear,1.73,1,1
V02674,2024-08-10 20:00:00,20,792.2,33.7,Medium,Cloudy,0.04,1,0
V02675,2024-08-10 22:00:00,22,1064.5,78.1,Low,Rain,0.58,1,0
V02676,2024-08-11 00:00:00,0,1604.6,61.4,High,Clear,2.41,1,1
V02677,2024-08-11 02:00:00,2,1128.9,55.4,Medium,Cloudy,0.39,1,1
V02678,2024-08-11 04:00:00,4,102.0,29.3,Low,Cloudy,0.99,1,0
V02679,2024-08-11 06:00:00,6,1104.3,23.7,Low,Rain,1.49,1,0
V02680,2024-08-11 08:00:00,8,1454.8,134.3,High,Cloudy,0.65,1,1
V02681,2024-08-11 10:00:00,10,800.3,39.0,Medium,Clear,1.5,1,1
V02682,2024-08-11 12:00:00,12,1348.0,42.4,Medium,Clear,1.11,1,1
V02683,2024-08-11 14:00:00,14,589.4,18.4,Low,Cloudy,1.76,1,0
V02684,2024-08-11 16:00:00,16,231.5,51.0,Medium,Clear,1.11,1,0
V02685,2024-08-11 18:00:00,18,963.5,77.5,High,Rain,0.06,0,1
V02686,2024-08-11 20:00:00,20,109.6,7.0,Low,Rain,0.43,1,1
V02687,2024-08-11 22:00:00,22,792.1,69.4,High,Rain,0.28,1,1
V02688,2024-08-12 00:00:00,0,1479.1,50.2,Low,Clear,2.74,1,1
V02689,2024-08-12 02:00:00,2,100.0,60.7,Low,Cloudy,0.24,0,0
V02690,2024-08-12 04:00:00,4,324.2,50.6,Medium,Cloudy,0.64,1,0
V02691,2024-08-12 06:00:00,6,435.6,51.5,Medium,Clear,1.22,1,1
V02692,2024-08-12 08:00:00,8,871.5,26.0,Low,Clear,0.52,1,1
V02693,2024-08-12 10:00:00,10,735.4,37.4,Medium,Clear,0.61,1,0
V02694,2024-08-12 12:00:00,12,1529.6,12.0,Low,Clear,1.11,1,1
V02695,2024-08-12 14:00:00,14,1329.5,11.1,Medium,Storm,0.39,1,0
V02696,2024-08-12 16:00:00,16,1122.9,32.4,Medium,Rain,0.99,1,0
V02697,2024-08-12 18:00:00,18,965.5,102.6,High,Clear,1.69,1,1
V02698,2024-08-12 20:00:00,20,1077.0,39.4,Medium,Clear,0.46,1,0
V02699,2024-08-12 22:00:00,22,512.1,41.3,Medium,Clear,0.27,1,0
V02700,2024-08-13 00:00:00,0,1285.7,40.9,Medium,Clear,3.2,1,0
V02701,2024-08-13 02:00:00,2,399.6,66.1,Low,Clear,3.23,1,0
V02702,2024-08-13 04:00:00,4,1275.9,11.8,Low,Cloudy,0.82,1,0
V02703,2024-08-13 06:00:00,6,1433.8,86.9,High,Cloudy,0.96,1,1
V02704,2024-08-13 08:00:00,8,994.9,33.3,Low,Rain,0.96,1,0
V02705,2024-08-13 10:00:00,10,820.7,81.7,High,Rain,0.57,0,1
V02706,2024-08-13 12:00:00,12,1080.1,41.1,Low,Clear,0.8,0,0
V02707,2024-08-13 14:00:00,14,100.0,81.4,High,Cloudy,0.07,1,0
V02708,2024-08-13 16:00:00,16,1036.0,54.8,Low,Clear,0.18,1,0
V02709,2024-08-13 18:00:00,18,849.0,79.3,High,Clear,0.61,0,1
V02710,2024-08-13 20:00:00,20,877.2,93.6,Medium,Clear,0.47,1,0
V02711,2024-08-13 22:00:00,22,1217.9,36.1,Low,Clear,0.21,1,0
V02712,2024-08-14 00:00:00,0,866.4,7.4,Medium,Clear,0.8,1,0
V02713,2024-08-14 02:00:00,2,386.9,66.0,Medium,Clear,1.54,0,0
V02714,2024-08-14 04:00:00,4,836.4,44.8,Low,Clear,0.4,1,0
V02715,2024-08-14 06:00:00,6,930.4,35.8,Low,Rain,1.11,1,1
V02716,2024-08-14 08:00:00,8,951.7,43.5,Medium,Clear,0.63,0,0
V02717,2024-08-14 10:00:00,10,972.9,0.0,Medium,Clear,1.75,1,0
V02718,2024-08-14 12:00:00,12,1367.7,0.0,Low,Storm,0.16,1,0
V02719,2024-08-14 14:00:00,14,411.3,121.2,High,Cloudy,0.25,1,0
V02720,2024-08-14 16:00:00,16,979.1,20.4,Low,Clear,0.59,1,1
V02721,2024-08-14 18:00:00,18,1480.5,59.1,Low,Rain,0.32,1,0
V02722,2024-08-14 20:00:00,20,119.4,9.9,Medium,Clear,2.2,1,0
V02723,2024-08-14 22:00:00,22,980.8,8.8,Low,Clear,0.17,0,1
V02724,2024-08-15 00:00:00,0,636.6,52.0,Low,Clear,0.57,1,0
V02725,2024-08-15 02:00:00,2,733.2,47.4,Medium,Clear,3.75,1,0
V02726,2024-08-15 04:00:00,4,492.8,48.4,Low,Rain,0.15,0,0
V02727,2024-08-15 06:00:00,6,823.7,34.7,Low,Clear,0.88,0,0
V02728,2024-08-15 08:00:00,8,1728.6,44.8,Medium,Cloudy,0.64,1,1
V02729,2024-08-15 10:00:00,10,331.0,33.0,Medium,Cloudy,1.25,1,0
V02730,2024-08-15 12:00:00,12,373.7,50.1,High,Storm,1.15,1,0
V02731,2024-08-15 14:00:00,14,314.1,85.1,Medium,Clear,1.08,1,0
V02732,2024-08-15 16:00:00,16,1677.3,89.2,Medium,Clear,1.85,1,1
V02733,2024-08-15 18:00:00,18,691.9,9.0,Low,Rain,1.82,0,0
V02734,2024-08-15 20:00:00,20,888.5,52.4,High,Cloudy,0.46,1,1
V02735,2024-08-15 22:00:00,22,718.7,26.3,Low,Clear,0.44,1,0
V02736,2024-08-16 00:00:00,0,475.0,43.5,Low,Clear,1.48,1,0
V02737,2024-08-16 02:00:00,2,794.2,75.5,High,Rain,1.0,1,0
V02738,2024-08-16 04:00:00,4,2006.2,62.5,Medium,Cloudy,1.17,1,1
V02739,2024-08-16 06:00:00,6,1526.4,48.8,Medium,Cloudy,0.89,1,0
V02740,2024-08-16 08:00:00,8,516.2,32.1,Low,Rain,0.53,1,0
V02741,2024-08-16 10:00:00,10,1191.4,95.3,Low,Clear,1.42,1,1
V02742,2024-08-16 12:00:00,12,525.8,36.9,Medium,Clear,0.37,1,0
V02743,2024-08-16 14:00:00,14,100.6,91.0,Medium,Cloudy,3.81,1,0
V02744,2024-08-16 16:00:00,16,1358.8,86.2,Medium,Rain,3.53,0,0
V02745,2024-08-16 18:00:00,18,1422.0,47.6,Low,Clear,4.46,1,1
V02746,2024-08-16 20:00:00,20,1370.7,0.0,Low,Cloudy,1.06,1,0
V02747,2024-08-16 22:00:00,22,688.6,50.8,Medium,Clear,0.61,1,0
V02748,2024-08-17 00:00:00,0,825.0,37.1,Medium,Clear,2.62,1,0
V02749,2024-08-17 02:00:00,2,1237.4,35.5,Low,Rain,0.91,1,1
V02750,2024-08-17 04:00:00,4,1076.2,8.4,Low,Clear,1.75,1,0
V02751,2024-08-17 06:00:00,6,722.9,53.9,Low,Clear,1.74,1,0
V02752,2024-08-17 08:00:00,8,171.4,59.6,Low,Rain,0.39,1,0
V02753,2024-08-17 10:00:00,10,951.2,79.3,Medium,Clear,1.39,1,0
V02754,2024-08-17 12:00:00,12,1385.6,25.4,Low,Clear,1.68,1,0
V02755,2024-08-17 14:00:00,14,361.1,23.5,Medium,Rain,0.81,1,0
V02756,2024-08-17 16:00:00,16,1187.4,88.8,High,Clear,0.17,1,1
V02757,2024-08-17 18:00:00,18,1049.2,123.9,High,Cloudy,2.67,1,1
V02758,2024-08-17 20:00:00,20,1237.6,81.7,High,Clear,3.74,0,1
V02759,2024-08-17 22:00:00,22,1292.4,46.3,Low,Clear,0.96,1,0
V02760,2024-08-18 00:00:00,0,587.5,29.1,Low,Cloudy,0.66,1,0
V02761,2024-08-18 02:00:00,2,172.4,22.4,Low,Clear,1.01,1,0
V02762,2024-08-18 04:00:00,4,659.9,66.5,Medium,Rain,0.56,0,0
V02763,2024-08-18 06:00:00,6,1300.1,32.3,Low,Rain,0.13,0,1
V02764,2024-08-18 08:00:00,8,656.1,60.1,Medium,Rain,1.87,0,0
V02765,2024-08-18 10:00:00,10,587.7,47.7,Low,Clear,1.45,1,0
V02766,2024-08-18 12:00:00,12,100.0,43.7,Low,Clear,0.49,1,0
V02767,2024-08-18 14:00:00,14,1688.7,63.9,Medium,Rain,3.22,1,1
V02768,2024-08-18 16:00:00,16,1271.6,28.7,Medium,Clear,0.84,0,0
V02769,2024-08-18 18:00:00,18,1246.5,27.1,Medium,Cloudy,0.98,1,0
V02770,2024-08-18 20:00:00,20,1335.5,78.9,High,Rain,0.74,1,1
V02771,2024-08-18 22:00:00,22,1159.5,34.5,Low,Clear,2.09,0,1
V02772,2024-08-19 00:00:00,0,790.1,21.9,Low,Clear,1.41,1,0
V02773,2024-08-19 02:00:00,2,826.3,56.0,Medium,Cloudy,0.07,1,0
V02774,2024-08-19 04:00:00,4,707.6,72.7,Medium,Cloudy,0.9,1,0
V02775,2024-08-19 06:00:00,6,2085.6,79.7,Medium,Clear,1.73,1,1
V02776,2024-08-19 08:00:00,8,1150.2,70.3,Low,Cloudy,0.13,1,0
V02777,2024-08-19 10:00:00,10,691.3,47.1,High,Rain,1.72,0,0
V02778,2024-08-19 12:00:00,12,1109.5,5.9,Low,Clear,1.44,1,1
V02779,2024-08-19 14:00:00,14,445.1,42.8,Medium,Clear,0.31,1,0
V02780,2024-08-19 16:00:00,16,1577.0,52.0,Medium,Cloudy,0.71,1,1
V02781,2024-08-19 18:00:00,18,602.5,74.0,High,Rain,0.21,1,0
V02782,2024-08-19 20:00:00,20,1125.5,36.2,Medium,Storm,0.5,1,1
V02783,2024-08-19 22:00:00,22,1379.7,72.4,High,Clear,0.7,1,1
V02784,2024-08-20 00:00:00,0,1073.1,47.1,Low,Rain,1.55,1,0
V02785,2024-08-20 02:00:00,2,942.5,16.8,Medium,Rain,1.81,1,1
V02786,2024-08-20 04:00:00,4,904.9,138.6,High,Cloudy,1.1,0,0
V02787,2024-08-20 06:00:00,6,874.6,50.5,Medium,Clear,0.67,1,0
V02788,2024-08-20 08:00:00,8,640.5,76.3,Medium,Clear,1.67,1,0
V02789,2024-08-20 10:00:00,10,697.7,65.5,High,Clear,0.98,1,1
V02790,2024-08-20 12:00:00,12,1565.8,49.4,Low,Clear,1.21,1,0
V02791,2024-08-20 14:00:00,14,851.2,52.5,Medium,Clear,1.88,1,0
V02792,2024-08-20 16:00:00,16,546.4,101.4,High,Rain,1.59,1,0
V02793,2024-08-20 18:00:00,18,667.7,75.0,High,Clear,1.2,0,1
V02794,2024-08-20 20:00:00,20,1395.2,118.8,High,Rain,1.41,0,1
V02795,2024-08-20 22:00:00,22,1204.0,42.7,High,Clear,0.49,0,0
V02796,2024-08-21 00:00:00,0,1152.1,58.7,Low,Rain,0.42,1,0
V02797,2024-08-21 02:00:00,2,784.1,83.0,High,Clear,3.71,1,1
V02798,2024-08-21 04:00:00,4,1158.0,24.5,Medium,Cloudy,0.4,1,0
V02799,2024-08-21 06:00:00,6,610.4,98.8,Medium,Cloudy,1.9,1,0
V02800,2024-08-21 08:00:00,8,783.2,96.2,Medium,Rain,0.66,1,1
V02801,2024-08-21 10:00:00,10,1336.4,28.2,High,Clear,1.54,0,0
V02802,2024-08-21 12:00:00,12,1293.4,54.4,Medium,Clear,0.05,1,0
V02803,2024-08-21 14:00:00,14,458.1,97.6,High,Rain,0.19,1,1
V02804,2024-08-21 16:00:00,16,515.0,46.0,Low,Clear,1.99,1,1
V02805,2024-08-21 18:00:00,18,948.9,72.9,Low,Cloudy,0.11,1,0
V02806,2024-08-21 20:00:00,20,1676.8,82.7,Medium,Clear,0.5,1,1
V02807,2024-08-21 22:00:00,22,100.0,41.6,Low,Clear,2.71,1,0
V02808,2024-08-22 00:00:00,0,1025.2,106.9,Medium,Cloudy,1.81,1,0
V02809,2024-08-22 02:00:00,2,280.8,58.4,Low,Cloudy,0.63,1,0
V02810,2024-08-22 04:00:00,4,614.6,41.2,Medium,Cloudy,0.4,1,0
V02811,2024-08-22 06:00:00,6,736.0,21.2,Low,Clear,3.04,1,0
V02812,2024-08-22 08:00:00,8,710.8,66.1,Low,Cloudy,0.44,1,0
V02813,2024-08-22 10:00:00,10,659.8,30.2,Medium,Storm,1.16,1,0
V02814,2024-08-22 12:00:00,12,903.2,24.8,Low,Clear,2.53,1,0
V02815,2024-08-22 14:00:00,14,659.1,29.0,Low,Clear,1.34,0,0
V02816,2024-08-22 16:00:00,16,241.9,43.9,Low,Clear,2.54,1,0
V02817,2024-08-22 18:00:00,18,1250.9,30.2,Low,Rain,0.6,1,0
V02818,2024-08-22 20:00:00,20,1238.8,17.1,Medium,Clear,0.28,1,1
V02819,2024-08-22 22:00:00,22,1279.4,64.1,Low,Cloudy,1.59,1,1
V02820,2024-08-23 00:00:00,0,206.7,39.9,Medium,Clear,2.32,0,0
V02821,2024-08-23 02:00:00,2,1034.5,100.5,Medium,Cloudy,1.41,1,0
V02822,2024-08-23 04:00:00,4,1204.2,57.6,Medium,Rain,0.34,0,1
V02823,2024-08-23 06:00:00,6,436.0,81.7,Medium,Clear,4.94,1,1
V02824,2024-08-23 08:00:00,8,904.1,50.8,Low,Clear,0.21,1,0
V02825,2024-08-23 10:00:00,10,847.7,112.9,High,Clear,1.06,0,0
V02826,2024-08-23 12:00:00,12,1729.0,64.3,Medium,Clear,2.52,0,0
V02827,2024-08-23 14:00:00,14,1766.0,40.9,Low,Clear,0.97,1,0
